# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd up
# columns_index: 0 1
# index_cols: ymd
# index_formats: %Y-%m-%d
2013-11-09 -18.61
2013-11-10 -16.64
2013-11-11 -14.78
2013-11-12 -11.98
2013-11-13 -13.96
2013-11-14 -20.02
2013-11-15 -17.60
2013-11-16 -15.09
2013-11-17 -16.19
2013-11-18 -19.41
2013-11-19 -16.84
2013-11-20 -20.11
2013-11-21 -22.46
2013-11-22 -17.24
2013-11-23 -19.59
2013-11-24 -15.39
2013-11-25 -19.36
2013-11-26 -16.26
2013-11-27 -19.02
2013-11-28 -13.08
2013-11-29 -13.10
2013-11-30 -17.85
2013-12-01 -17.06
2013-12-02 -14.65
2013-12-03 -16.28
2013-12-04 -11.77
2013-12-05 -15.65
2013-12-06 -13.46
2013-12-07 -16.15
2013-12-08 -10.94
2013-12-09 -6.41
2013-12-10 -7.72
2013-12-11 -11.01
2013-12-12 -6.23
2013-12-13 -10.54
2013-12-14 -10.76
2013-12-15 -11.88
2013-12-16 -16.88
2013-12-17 -12.63
2013-12-18 -15.59
2013-12-19 -10.21
2013-12-20 -13.96
2013-12-21 -13.91
2013-12-22 -10.45
2013-12-23 -16.78
2013-12-24 -14.75
2013-12-25 -13.82
2013-12-26 -12.02
2013-12-27 -8.74
2013-12-28 -5.47
2013-12-29 -12.99
2013-12-30 -6.65
2013-12-31 -4.72
2014-01-01 -12.09
2014-01-02 -10.38
2014-01-03 -8.19
2014-01-04 -7.27
2014-01-05 -7.32
2014-01-06 -11.76
2014-01-07 -7.42
2014-01-08 -7.43
2014-01-09 -11.93
2014-01-10 -9.78
2014-01-11 -10.02
2014-01-12 -11.71
2014-01-13 -13.92
2014-01-14 -12.31
2014-01-15 -14.03
2014-01-16 -14.05
2014-01-17 -11.40
2014-01-18 -18.50
2014-01-19 -15.24
2014-01-20 -10.03
2014-01-21 -12.36
2014-01-22 -12.69
2014-01-23 -11.11
2014-01-24 -8.84
2014-01-25 -6.93
2014-01-26 -6.00
2014-01-27 -12.50
2014-01-28 -8.96
2014-01-29 -10.22
2014-01-30 -8.36
2014-01-31 -6.60
2014-02-01 -5.64
2014-02-02 -7.31
2014-02-03 -3.74
2014-02-04 0.03
2014-02-05 -0.59
2014-02-06 7.07
2014-02-07 0.84
2014-02-08 -1.84
2014-02-09 1.90
2014-02-10 0.77
2014-02-11 -1.25
2014-02-12 -3.88
2014-02-13 -8.03
2014-02-14 -8.99
2014-02-15 -7.45
2014-02-16 -1.02
2014-02-17 -9.10
2014-02-18 -13.73
2014-02-19 -10.39
2014-02-20 -6.14
2014-02-21 -1.45
2014-02-22 -3.07
2014-02-23 -5.90
2014-02-24 -10.05
2014-02-25 -9.91
2014-02-26 -5.97
2014-02-27 -9.00
2014-02-28 -6.35
2014-03-01 -6.34
2014-03-02 -3.55
2014-03-03 -5.87
2014-03-04 -6.12
2014-03-05 -0.24
2014-03-06 -7.67
2014-03-07 -8.20
2014-03-08 -6.04
2014-03-09 48.40
2014-03-10 51.50
2014-03-11 60.76
2014-03-12 16.72
2014-03-13 17.32
2014-03-14 12.87
2014-03-15 23.17
2014-03-16 7.92
2014-03-17 22.68
2014-03-18 11.51
2014-03-19 22.07
2014-03-20 18.66
2014-03-21 19.95
2014-03-22 16.73
2014-03-23 14.20
2014-03-24 19.63
2014-03-25 7.38
2014-03-26 17.20
2014-03-27 19.30
2014-03-28 22.17
2014-03-29 29.83
2014-03-30 22.65
2014-03-31 23.49
2014-04-01 17.76
2014-04-02 27.05
2014-04-03 14.41
2014-04-04 25.99
2014-04-05 19.50
2014-04-06 18.90
2014-04-07 16.86
2014-04-08 16.21
2014-04-10 22.02
2014-04-11 32.95
2014-04-12 19.44
2014-04-13 18.66
2014-04-14 28.14
2014-04-15 33.08
2014-04-16 25.91
2014-04-17 24.78
2014-04-18 20.75
2014-04-19 22.06
2014-04-20 19.26
2014-04-21 27.72
2014-04-22 13.54
2014-04-23 34.66
2014-04-24 23.78
2014-04-25 17.52
2014-04-26 23.69
2014-04-27 28.44
2014-04-28 37.63
2014-04-29 35.34
2014-04-30 25.39
2014-05-01 31.73
2014-05-02 21.08
2014-05-03 20.71
2014-05-04 18.78
2014-05-05 31.14
2014-05-06 23.66
2014-05-07 18.63
2014-05-08 27.68
2014-05-09 24.58
2014-05-10 37.91
2014-05-11 24.32
2014-05-12 25.15
2014-05-13 24.87
2014-05-14 22.33
2014-05-15 28.16
2014-05-16 31.82
2014-05-17 24.85
2014-05-18 32.35
2014-05-19 34.09
2014-05-20 28.93
2014-05-21 44.64
2014-05-22 32.00
2014-05-23 19.46
2014-05-24 19.61
2014-05-25 33.93
2014-05-26 43.36
2014-05-27 35.98
2014-05-28 35.22
2014-05-29 37.78
2014-05-30 28.03
2014-05-31 29.76
2014-06-01 31.23
2014-06-02 32.75
2014-06-03 25.67
2014-06-04 31.81
2014-06-05 39.58
2014-06-06 26.87
2014-06-07 31.53
2014-06-08 28.30
2014-06-09 28.99
2014-06-10 42.50
2014-06-11 43.26
2014-06-12 20.88
2014-06-13 24.15
2014-06-14 22.13
2014-06-15 21.84
2014-06-16 19.71
2014-06-17 18.74
2014-06-18 19.74
2014-06-19 24.49
2014-06-20 23.58
2014-06-21 20.88
2014-06-22 21.54
2014-06-23 17.24
2014-06-24 24.09
2014-06-25 12.91
2014-06-26 19.07
2014-06-27 15.25
2014-06-28 16.56
2014-06-29 17.63
2014-06-30 21.88
2014-07-01 27.94
2014-07-02 21.40
2014-07-03 21.71
2014-07-04 13.01
2014-07-05 8.66
2014-07-06 15.75
2014-07-07 27.04
2014-07-08 23.21
2014-07-09 28.92
2014-07-10 14.07
2014-07-11 32.31
2014-07-13 -17.37
2014-07-14 16.76
2014-07-15 14.58
2014-07-16 10.81
2014-07-17 14.08
2014-07-18 19.98
2014-07-19 27.79
2014-07-20 5.60
2014-07-21 3.96
2014-07-22 2.66
2014-07-23 1.42
2014-07-24 11.41
2014-07-31 10.17
2014-08-01 17.23
2014-08-02 10.14
2014-08-03 4.06
2014-08-04 2.32
2014-08-05 5.58
2014-08-06 10.93
2014-08-08 12.32
2014-08-12 1.02
2014-08-13 -3.23
2014-08-14 -6.27
2014-08-15 -6.80
2014-08-16 -9.54
2014-08-17 -8.33
2014-08-18 -4.26
2014-08-19 -8.34
2014-08-20 -3.33
2014-08-21 1.35
2014-08-22 -2.77
2014-08-23 8.23
2014-08-24 -1.50
2014-08-25 -4.06
2014-08-26 -4.99
2014-08-27 1.66
2014-08-28 1.86
2014-08-29 -2.24
2014-08-30 -5.71
2014-08-31 -3.46
2014-09-01 9.61
2014-09-02 -3.85
2014-09-03 3.22
2014-09-04 0.01
2014-09-05 11.27
2014-09-06 1.19
2014-09-07 3.95
2014-09-08 -11.11
2014-09-09 5.29
2014-09-10 -0.84
2014-09-11 5.38
2014-09-12 -2.00
2014-09-13 -1.96
2014-09-14 10.37
2014-09-15 3.03
2014-09-16 22.93
2014-09-17 0.27
2014-09-18 -2.32
2014-09-19 1.49
2014-09-20 4.41
2014-09-21 1.72
2014-09-22 -1.95
2014-09-23 6.95
2014-09-24 -3.62
2014-09-25 1.58
2014-09-26 -0.62
2014-09-27 -8.84
2014-09-28 -4.71
2014-09-29 -2.85
2014-09-30 -0.18
2014-10-01 4.35
2014-10-02 19.27
2014-10-03 -1.84
2014-10-04 -5.56
2014-10-05 -5.19
2014-10-06 -5.92
2014-10-07 -2.65
2014-10-08 -2.36
2014-10-09 -1.12
2014-10-10 3.21
2014-10-11 6.35
2014-10-12 8.65
2014-10-13 -2.14
2014-10-14 -3.89
2014-10-15 -4.00
2014-10-16 -0.53
2014-10-17 2.33
2014-10-18 15.37
2014-10-19 10.96
2014-10-20 0.18
2014-10-21 -0.38
2014-10-22 3.29
2014-10-23 0.37
2014-10-24 -3.42
2014-10-25 2.06
2014-10-26 13.25
2014-10-27 10.35
2014-10-28 4.48
2014-10-29 0.20
2014-10-30 -2.61
2014-10-31 4.72
2014-11-01 -2.29
2014-11-02 -0.84
2014-11-03 11.51
2014-11-04 -0.38
2014-11-05 6.53
2014-11-06 -1.85
2014-11-07 -2.20
2014-11-08 -3.78
2014-11-09 0.20
2014-11-10 3.33
2014-11-11 2.55
2014-11-12 4.87
2014-11-13 4.16
2014-11-14 1.33
2014-11-15 6.79
2014-11-16 5.47
2014-11-17 5.30
2014-11-19 10.10
2014-11-20 14.07
2014-11-21 5.52
2014-11-22 8.29
2014-11-23 -1.55
2014-11-24 -3.84
2014-11-25 3.86
2014-11-27 11.23
2014-11-28 8.71
2014-11-29 8.20
2014-12-01 1.61
2014-12-02 4.52
2014-12-03 9.27
2014-12-04 11.77
2014-12-05 12.95
2014-12-06 3.60
2014-12-07 14.25
2014-12-08 4.61
2014-12-09 9.52
2014-12-10 5.55
2014-12-11 6.44
2014-12-12 3.25
2014-12-13 11.82
2014-12-14 3.56
2014-12-15 7.51
2014-12-16 1.99
2014-12-17 2.55
2014-12-19 5.82
2014-12-20 4.07
2014-12-21 6.08
2014-12-22 5.60
2014-12-23 3.98
2014-12-24 7.96
2014-12-25 3.99
2014-12-26 3.13
2014-12-27 7.22
2014-12-28 14.94
2014-12-29 12.35
2014-12-30 12.67
2014-12-31 9.84
2015-01-01 4.88
2015-01-02 -10.10
2015-01-03 10.40
2015-01-04 10.60
2015-01-05 17.05
2015-01-06 5.04
2015-01-07 3.24
2015-01-09 5.12
2015-01-10 -22.10
2015-01-11 9.23
2015-01-12 -1.33
2015-01-13 -1.00
2015-01-14 1.09
2015-01-15 -2.18
2015-01-16 -18.48
2015-01-17 1.43
2015-01-18 1.12
2015-01-19 0.69
2015-01-20 -21.66
2015-01-21 -5.83
2015-01-22 -3.35
2015-01-23 0.49
2015-01-24 -0.65
2015-01-25 4.19
2015-01-26 4.59
2015-01-27 3.55
2015-01-28 3.01
2015-01-29 -1.78
2015-01-30 -1.15
2015-01-31 -0.46
2015-02-01 7.38
2015-02-02 7.54
2015-02-03 -0.41
2015-02-04 -2.64
2015-02-05 2.06
2015-02-06 2.27
2015-02-07 0.57
2015-02-08 0.09
2015-02-09 0.58
2015-02-10 -2.36
2015-02-11 -0.02
2015-02-12 8.28
2015-02-13 4.88
2015-02-14 5.37
2015-02-15 -0.08
2015-02-16 12.41
2015-02-17 7.32
2015-02-18 4.70
2015-02-19 6.94
2015-02-20 5.53
2015-02-21 -24.52
2015-02-22 3.72
2015-02-23 0.69
2015-02-24 6.76
2015-02-25 4.69
2015-02-26 11.52
2015-02-27 10.73
2015-02-28 6.99
2015-03-01 11.82
2015-03-02 14.97
2015-03-03 13.76
2015-03-04 15.51
2015-03-05 8.54
2015-03-06 15.25
2015-03-07 13.86
2015-03-08 7.33
2015-03-09 8.91
2015-03-10 7.90
2015-03-11 11.58
2015-03-12 9.89
2015-03-13 8.99
2015-03-14 3.93
2015-03-15 11.74
2015-03-16 3.27
2015-03-17 12.10
2015-03-18 10.72
2015-03-19 15.36
2015-03-20 9.56
2015-03-21 8.79
2015-03-22 2.03
2015-03-23 22.79
2015-03-24 16.50
2015-03-25 15.02
2015-03-26 15.51
2015-03-27 11.20
2015-03-28 21.49
2015-03-29 10.60
2015-03-30 13.75
2015-03-31 13.64
2015-04-01 11.87
2015-04-02 22.28
2015-04-03 16.73
2015-04-04 23.58
2015-04-05 23.72
2015-04-06 13.49
2015-04-08 17.04
2015-04-09 15.41
2015-04-10 16.57
2015-04-11 11.54
2015-04-12 7.19
2015-04-13 4.97
2015-04-14 9.35
2015-04-15 12.75
2015-04-16 18.37
2015-04-17 15.64
2015-04-18 28.92
2015-04-19 23.23
2015-04-20 14.96
2015-04-21 15.59
2015-04-22 18.23
2015-04-23 24.75
2015-04-24 12.78
2015-04-25 13.27
2015-04-26 22.13
2015-04-27 5.24
2015-04-28 12.72
2015-04-29 21.47
2015-04-30 19.74
2015-05-01 15.99
2015-05-02 -9.39
2015-05-03 12.26
2015-05-04 19.66
2015-05-05 15.12
2015-05-06 19.31
2015-05-07 23.09
2015-05-08 13.13
2015-05-09 17.01
2015-05-10 16.68
2015-05-11 11.71
2015-05-12 20.94
2015-05-13 27.66
2015-05-14 34.48
2015-05-15 12.54
2015-05-16 15.70
2015-05-17 20.15
2015-05-18 12.42
2015-05-19 19.19
2015-05-20 19.17
2015-05-21 16.97
2015-05-22 19.08
2015-05-23 28.11
2015-05-24 26.79
2015-05-25 19.40
2015-05-26 21.38
2015-05-27 14.53
2015-05-28 8.13
2015-05-29 -4.19
2015-05-30 23.08
2015-05-31 13.31
2015-06-01 14.52
2015-06-02 12.72
2015-06-03 13.41
2015-06-04 24.00
2015-06-15 5.00
2015-06-16 8.50
2015-06-17 0.39
2015-06-18 9.82
2015-06-19 13.38
2015-06-20 8.36
2015-06-21 12.31
2015-06-22 5.23
2015-06-23 8.07
2015-06-24 15.05
2015-06-25 13.48
2015-06-26 5.35
2015-06-27 4.40
2015-06-28 11.06
2015-06-29 7.27
2015-06-30 9.47
2015-07-01 7.13
2015-07-02 12.23
2015-07-03 9.74
2015-07-04 15.32
2015-07-05 16.98
2015-07-06 7.09
2015-07-08 10.66
2015-07-09 16.93
2015-07-10 21.61
2015-07-11 9.18
2015-07-12 20.87
2015-07-14 10.49
2015-07-15 14.89
2015-07-16 5.83
2015-07-17 24.42
2015-07-18 12.53
2015-07-19 3.74
2015-07-21 -23.25
2015-07-22 -22.26
2015-07-23 -24.07
2015-07-24 1.84
2015-07-25 0.35
2015-07-26 0.83
2015-07-28 -4.53
2015-07-29 -4.50
2015-07-30 -2.96
2015-07-31 -2.23
2015-08-01 -4.78
2015-08-02 -1.30
2015-08-03 -5.62
2015-08-04 4.30
2015-08-06 4.79
2015-08-07 3.08
2015-08-08 2.86
2015-08-09 -6.11
2015-08-10 10.97
2015-08-11 -2.51
2015-08-12 17.06
2015-08-13 -8.83
2015-08-14 -3.10
2015-08-15 -8.14
2015-08-16 -22.46
2015-08-17 -27.71
2015-08-18 -7.53
2015-08-19 -9.22
2015-08-20 -11.59
2015-08-21 -3.02
2015-08-22 3.83
2015-08-23 -0.47
2015-08-24 7.23
2015-08-25 3.22
2015-08-26 -0.33
2015-08-27 0.63
2015-08-28 -2.33
2015-08-29 -2.46
2015-08-30 -0.85
2015-08-31 -4.61
2015-09-01 -3.17
2015-09-02 -8.94
2015-09-03 -11.18
2015-09-04 -9.06
2015-09-05 -11.29
2015-09-06 -12.49
2015-09-07 -8.25
2015-09-08 -1.89
2015-09-09 -5.83
2015-09-10 -13.35
2015-09-11 -0.85
2015-09-12 -10.96
2015-09-13 -10.60
2015-09-14 -14.18
2015-09-15 -2.18
2015-09-16 -5.19
2015-09-17 -17.61
2015-09-18 -14.05
2015-09-19 -17.81
2015-09-20 -12.33
2015-09-21 -7.10
2015-09-22 -9.14
2015-09-23 -0.99
2015-09-24 3.66
2015-09-25 -3.06
2015-09-26 11.92
2015-09-27 -18.69
2015-09-28 -7.12
2015-09-29 -9.30
2015-09-30 -3.71
2015-10-01 8.08
2015-10-02 -12.25
2015-10-03 -5.05
2015-10-04 -7.04
2015-10-05 -12.07
2015-10-06 -14.81
2015-10-07 -15.01
2015-10-08 -4.02
2015-10-09 -4.52
2015-10-10 -16.13
2015-10-11 -16.46
2015-10-12 -17.83
2015-10-13 -19.73
2015-10-14 -19.82
2015-10-15 -13.52
2015-10-16 -11.88
2015-10-17 -11.50
2015-10-18 -1.34
2015-10-19 -14.10
2015-10-20 -2.94
2015-10-21 -2.50
2015-10-22 -6.76
2015-10-23 -6.49
2015-10-25 -10.80
2015-10-27 2.32
2015-10-28 -0.94
2015-10-29 -0.55
2015-10-30 -1.84
2015-10-31 -11.18
2015-11-01 -11.29
2015-11-02 -10.57
2015-11-03 -5.16
2015-11-04 -9.19
2015-11-05 -7.85
2015-11-06 -0.37
2015-11-07 -3.27
2015-11-08 -8.69
2015-11-09 1.23
2015-11-10 -1.63
2015-11-11 -3.16
2015-11-12 -2.98
2015-11-13 -9.75
2015-11-14 -4.28
2015-11-15 -6.35
2015-11-16 -2.89
2015-11-17 -5.59
2015-11-18 -3.45
2015-11-19 -3.49
2015-11-20 -6.91
2015-11-21 -7.09
2015-11-22 -4.75
2015-11-23 -1.55
2015-11-24 -1.64
2015-11-25 3.90
2015-11-26 0.38
2015-11-27 -3.67
2015-11-28 -3.59
2015-11-29 -6.14
2015-11-30 -1.37
2015-12-05 -4.28
2015-12-06 -5.43
2015-12-07 -0.98
2015-12-08 33.43
2015-12-09 -1.02
2015-12-10 -0.22
2015-12-12 7.04
2015-12-13 -1.76
2015-12-14 -0.32
2015-12-15 9.82
2015-12-16 7.34
2015-12-17 1.15
2015-12-18 1.96
2015-12-19 2.95
2015-12-20 -1.75
2015-12-21 -1.00
2015-12-22 -1.64
2015-12-23 4.18
2015-12-24 8.26
2015-12-25 4.89
2015-12-26 3.04
2015-12-27 5.12
2015-12-28 6.75
2015-12-29 29.54
2015-12-30 85.33
2015-12-31 37.19
2016-01-03 4.45
2016-01-04 6.75
2016-01-05 3.60
2016-01-06 7.69
2016-01-07 2.87
2016-01-08 12.56
2016-01-09 17.23
2016-01-10 8.37
2016-01-11 4.84
2016-01-12 5.70
2016-01-13 10.11
2016-01-14 13.65
2016-01-15 15.57
2016-01-17 7.37
2016-01-18 10.05
2016-01-19 8.69
2016-01-20 11.96
2016-01-21 7.28
2016-01-22 16.44
2016-01-23 16.39
2016-01-24 15.17
2016-01-25 10.60
2016-01-26 14.17
2016-01-27 10.92
2016-01-28 10.52
2016-01-29 7.24
2016-02-01 16.15
2016-02-02 13.61
2016-02-03 11.47
2016-02-04 12.65
2016-02-06 7.47
2016-02-07 3.20
2016-02-08 -2.17
2016-02-09 5.37
2016-02-10 15.90
2016-02-11 21.88
2016-02-12 13.09
2016-02-13 8.50
2016-02-20 10.56
2016-02-21 10.08
2016-02-22 15.60
2016-02-23 17.79
2016-02-24 21.72
2016-02-25 0.50
2016-02-27 0.69
2016-02-28 8.20
2016-02-29 8.75
2016-03-01 7.45
2016-03-02 9.46
2016-03-03 11.94
2016-03-04 12.04
2016-03-05 11.08
2016-03-06 11.09
2016-03-07 14.44
2016-03-08 25.72
2016-03-09 17.08
2016-03-10 21.32
2016-03-11 28.08
2016-03-12 10.32
2016-03-13 9.12
2016-03-14 16.74
2016-03-15 27.46
2016-03-16 23.37
2016-03-17 16.91
2016-03-18 23.93
2016-03-19 20.03
2016-03-20 23.31
2016-03-21 19.16
2016-03-22 20.36
2016-03-23 15.41
2016-03-24 16.82
2016-03-25 18.02
2016-03-26 14.40
2016-03-27 13.61
2016-03-28 9.59
2016-03-29 12.99
2016-03-30 12.13
2016-03-31 13.02
2016-04-01 11.77
2016-04-02 17.12
2016-04-03 15.05
2016-04-04 27.70
2016-04-05 15.02
2016-04-06 20.84
2016-04-08 32.95
2016-04-09 41.97
2016-04-10 30.89
2016-04-11 27.66
2016-04-12 36.15
2016-04-13 24.69
2016-04-14 29.01
2016-04-15 21.24
2016-04-16 29.28
2016-04-17 21.69
2016-04-18 31.58
2016-04-19 33.05
2016-04-20 26.43
2016-04-21 29.02
2016-04-22 30.17
2016-04-23 33.19
2016-04-24 37.78
2016-04-26 25.94
2016-04-27 31.28
2016-04-28 25.98
2016-04-29 23.35
2016-04-30 31.67
2016-05-01 28.59
2016-05-02 30.27
